2022-09-08 22:13:04,093 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-09-08 22:13:04,154 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-09-08 22:13:04,157 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-09-08 22:13:04,158 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-09-08 22:13:04,160 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-09-08 22:13:04,162 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-09-08 22:13:04,163 INFO  SwAddin.cs: 201 - Setting up command manager
2022-09-08 22:13:04,164 INFO  SwAddin.cs: 204 - Adding command manager
2022-09-08 22:13:04,167 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-09-08 22:13:04,169 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-09-08 22:13:04,169 INFO  SwAddin.cs: 210 - Adding event handlers
2022-09-08 22:13:04,174 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-09-08 22:28:57,509 INFO  SwAddin.cs: 294 - Assembly export called for file brazo_sociedad
2022-09-08 22:28:57,511 INFO  SwAddin.cs: 299 - Save is required
2022-09-08 22:28:57,511 INFO  SwAddin.cs: 313 - Saving assembly
2022-09-08 22:28:58,872 INFO  SwAddin.cs: 316 - Opening property manager
2022-09-08 22:28:58,903 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from brazo_sociedad
2022-09-08 22:28:58,913 INFO  ExportHelperExtension.cs: 1136 - Found 52 in brazo_sociedad
2022-09-08 22:28:58,914 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in brazo_sociedad
2022-09-08 22:28:58,915 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-08 22:28:58,917 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-09-08 22:28:58,920 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm2-1
2022-09-08 22:28:58,922 INFO  ExportHelperExtension.cs: 1136 - Found 38 in arm2-1
2022-09-08 22:28:58,923 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm2-1
2022-09-08 22:28:58,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PM ZortraxRobot Arm.stp-1
2022-09-08 22:28:58,925 INFO  ExportHelperExtension.cs: 1136 - Found 74 in PM ZortraxRobot Arm.stp-1
2022-09-08 22:28:58,926 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PM ZortraxRobot Arm.stp-1
2022-09-08 22:28:58,927 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from piecitas-1
2022-09-08 22:28:58,928 INFO  ExportHelperExtension.cs: 1136 - Found 31 in piecitas-1
2022-09-08 22:28:58,928 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in piecitas-1
2022-09-08 22:28:58,929 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ensamblaje1-2
2022-09-08 22:28:58,930 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Ensamblaje1-2
2022-09-08 22:28:58,931 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Ensamblaje1-2
2022-09-08 22:28:58,932 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from brazo_sociedad
2022-09-08 22:28:58,933 INFO  ExportHelperExtension.cs: 1136 - Found 52 in brazo_sociedad
2022-09-08 22:28:58,934 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in brazo_sociedad
2022-09-08 22:28:58,935 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-08 22:28:58,935 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-09-08 22:28:58,936 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm2-1
2022-09-08 22:28:58,936 INFO  ExportHelperExtension.cs: 1136 - Found 38 in arm2-1
2022-09-08 22:28:58,937 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in arm2-1
2022-09-08 22:28:58,938 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PM ZortraxRobot Arm.stp-1
2022-09-08 22:28:58,939 INFO  ExportHelperExtension.cs: 1136 - Found 74 in PM ZortraxRobot Arm.stp-1
2022-09-08 22:28:58,939 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PM ZortraxRobot Arm.stp-1
2022-09-08 22:28:58,940 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from piecitas-1
2022-09-08 22:28:58,940 INFO  ExportHelperExtension.cs: 1136 - Found 31 in piecitas-1
2022-09-08 22:28:58,941 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in piecitas-1
2022-09-08 22:28:58,941 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Ensamblaje1-2
2022-09-08 22:28:58,942 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Ensamblaje1-2
2022-09-08 22:28:58,942 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Ensamblaje1-2
2022-09-08 22:28:59,549 INFO  SwAddin.cs: 339 - Loading config tree
2022-09-08 22:28:59,554 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-09-08 22:28:59,559 INFO  SwAddin.cs: 344 - Showing property manager
2022-09-08 22:29:07,061 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-08 22:29:25,887 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-08 22:29:37,497 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-08 22:30:24,725 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2022-09-08 22:30:24,886 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-08 22:30:50,214 INFO  SwAddin.cs: 294 - Assembly export called for file brazo_sociedad
2022-09-08 22:30:51,741 INFO  SwAddin.cs: 313 - Saving assembly
2022-09-08 22:30:52,222 INFO  SwAddin.cs: 316 - Opening property manager
2022-09-08 22:30:52,223 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from brazo_sociedad
2022-09-08 22:30:52,224 INFO  ExportHelperExtension.cs: 1136 - Found 52 in brazo_sociedad
2022-09-08 22:30:52,226 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in brazo_sociedad
2022-09-08 22:30:52,227 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-08 22:30:52,227 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-09-08 22:30:52,228 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm2-1
2022-09-08 22:30:52,229 INFO  ExportHelperExtension.cs: 1136 - Found 38 in arm2-1
2022-09-08 22:30:52,230 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm2-1
2022-09-08 22:30:52,231 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PM ZortraxRobot Arm.stp-1
